step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch
100,2.87571,0.184114,0.290833,6e-05,1
200,1.81831,0.501979,0.349933,0.00012,2
step,train/loss,train/acc_e,train/acc_l,train/lr,train/epoch,val/loss,val/loss_e,val/loss_l,val/acc_e,val/acc_l
11400,,,,,,0.862542,0.971666,0.753417,0.944786,0.679501
11500,0.874085,0.939887,0.672604,6.66219e-05,72,,,,,
11600,0.86858,0.941943,0.675261,6.43839e-05,73,,,,,
11600,,,,,,0.863425,0.971812,0.755038,0.944733,0.678789
11700,0.873147,0.941317,0.674027,6.21852e-05,73,,,,,
11800,0.873852,0.939927,0.672718,6.00268e-05,74,,,,,
11800,,,,,,0.863146,0.971651,0.75464,0.944741,0.678956
11900,0.873572,0.941058,0.673864,5.79097e-05,74,,,,,
12000,0.874035,0.940234,0.672882,5.58347e-05,75,,,,,
12000,,,,,,0.862118,0.971658,0.752578,0.944772,0.679534
12100,0.87209,0.940693,0.673019,5.38027e-05,76,,,,,
12200,0.873125,0.941011,0.674165,5.18146e-05,76,,,,,
12200,,,,,,0.863228,0.971501,0.754954,0.944832,0.678563
12300,0.873771,0.939914,0.672847,4.98711e-05,77,,,,,
12400,0.867922,0.94185,0.675591,4.79732e-05,78,,,,,
12400,,,,,,0.86307,0.971328,0.754811,0.944852,0.678769
12500,0.872443,0.94146,0.67447,4.61217e-05,78,,,,,
12600,0.873784,0.940066,0.672665,4.43172e-05,79,,,,,
12600,,,,,,0.86165,0.971141,0.752159,0.944887,0.680138
12700,0.872931,0.941265,0.674215,4.25606e-05,79,,,,,
12800,0.873402,0.940371,0.673399,4.08526e-05,80,,,,,
12800,,,,,,0.861436,0.971275,0.751598,0.944881,0.680042
12900,0.87201,0.940984,0.673207,3.9194e-05,81,,,,,
13000,0.872495,0.941228,0.674379,3.75854e-05,81,,,,,
13000,,,,,,0.861494,0.971336,0.751651,0.944868,0.680171
13100,0.873271,0.939895,0.673137,3.60275e-05,82,,,,,
13200,0.87252,0.941255,0.674301,3.4521e-05,82,,,,,
13200,,,,,,0.862501,0.971046,0.753956,0.945003,0.679193
13300,0.872591,0.941124,0.674094,3.30665e-05,83,,,,,
13400,0.873523,0.93992,0.672631,3.16647e-05,84,,,,,
13400,,,,,,0.862475,0.97116,0.753789,0.94489,0.679054
13500,0.872596,0.941187,0.674371,3.03161e-05,84,,,,,
13600,0.873002,0.94026,0.673752,2.90212e-05,85,,,,,
13600,,,,,,0.861029,0.970919,0.75114,0.94503,0.680331
13700,0.870367,0.941396,0.673797,2.77808e-05,86,,,,,
13800,0.871911,0.941371,0.674745,2.65952e-05,86,,,,,
13800,,,,,,0.861392,0.971073,0.75171,0.945,0.680085
13900,0.872519,0.940128,0.673518,2.54649e-05,87,,,,,
14000,0.872209,0.941351,0.674531,2.43905e-05,87,,,,,
14000,,,,,,0.861249,0.970869,0.751629,0.945035,0.680154
14100,0.872679,0.940836,0.673551,2.33724e-05,88,,,,,
14200,0.873257,0.940048,0.672735,2.24111e-05,89,,,,,
14200,,,,,,0.86085,0.970864,0.750836,0.945087,0.680429
14300,0.871681,0.941432,0.675021,2.15069e-05,89,,,,,
14400,0.87233,0.940358,0.673599,2.06602e-05,90,,,,,
14400,,,,,,0.861414,0.970931,0.751897,0.944997,0.680013
14500,0.867645,0.941922,0.675775,1.98714e-05,91,,,,,
14600,0.871412,0.94168,0.674969,1.91408e-05,91,,,,,
14600,,,,,,0.860762,0.970953,0.75057,0.944971,0.680739
14700,0.872303,0.940187,0.673772,1.84687e-05,92,,,,,
14800,0.871819,0.941428,0.674885,1.78555e-05,92,,,,,
14800,,,,,,0.860867,0.970795,0.750939,0.945036,0.680402
14900,0.872611,0.940593,0.673542,1.73013e-05,93,,,,,
15000,0.871687,0.940527,0.673516,1.68064e-05,94,,,,,
15000,,,,,,0.861537,0.970814,0.75226,0.945124,0.679734
15100,0.871415,0.941399,0.675305,1.6371e-05,94,,,,,
15200,0.872377,0.94031,0.673602,1.59953e-05,95,,,,,
15200,,,,,,0.861216,0.970834,0.751598,0.944997,0.680051
15300,0.866282,0.942384,0.67654,1.56795e-05,96,,,,,
15400,0.871112,0.941822,0.675137,1.54236e-05,96,,,,,
15400,,,,,,0.860769,0.970833,0.750704,0.944996,0.680526
15500,0.872374,0.940331,0.673735,1.52279e-05,97,,,,,
15600,0.871562,0.941574,0.675121,1.50923e-05,97,,,,,
15600,,,,,,0.861462,0.970815,0.752108,0.944984,0.679742
15700,0.872278,0.940604,0.674008,1.5017e-05,98,,,,,
15800,0.870509,0.941318,0.673807,1.50019e-05,99,,,,,
15800,,,,,,0.861168,0.970737,0.7516,0.945147,0.680068
15900,0.871458,0.941405,0.675009,1.50471e-05,99,,,,,
16000,0.872339,0.940194,0.673738,1.51525e-05,100,,,,,
16000,,,,,,0.860724,0.970735,0.750714,0.945071,0.680525
16100,0.871612,0.941435,0.674892,1.53182e-05,100,,,,,
